ind	protName	numOrthology
2640	YJL193W	35
2641	YJL194W	82
2642	YJL195C	0
2643	YJL196C	42
2644	YJL197W	94
2645	YJL198W	29
2646	YJL199C	0
2647	YJL200C	18
2648	YJL201W	22
2649	YJL202C	0
2650	YJL203W	24
2651	YJL204C	19
2652	YJL207C	29
2653	YJL208C	78
2654	YJL209W	1
2655	YJL210W	29
2656	YJL211C	0
2657	YJL212C	23
2658	YJL213W	3
2659	YJL214W	5
2660	YJL215C	0
2661	YJL218W	31
2662	YJL219W	0
2663	YJL222W	16
2664	YJL222W-A	0
2665	YJL222W-B	0
2666	YJL225C	0
2667	YJR001W	48
2668	YJR002W	85
2669	YJR003C	4
2670	YJR004C	3
2671	YJR005W	13
2672	YJR006W	89
2673	YJR007W	93
2674	YJR008W	90
2675	YJR009C	9
2676	YJR010C-A	30
2677	YJR010W	80
2678	YJR011C	0
2679	YJR012C	0
2680	YJR014W	81
2681	YJR015W	3
2682	YJR016C	33
2683	YJR017C	88
2684	YJR019C	50
2685	YJR020W	0
2686	YJR021C	1
2687	YJR022W	61
2688	YJR023C	0
2689	YJR024C	70
2690	YJR025C	43
2691	YJR027W	0
2692	YJR028W	0
2693	YJR029W	0
2694	YJR030C	2
2695	YJR031C	29
2696	YJR032W	12
2697	YJR033C	33
2698	YJR034W	39
2699	YJR035W	67
2700	YJR037W	0
2701	YJR038C	0
2702	YJR040W	91
2703	YJR041C	8
2704	YJR042W	7
2705	YJR043C	2
2706	YJR044C	74
2707	YJR045C	93
2708	YJR047C	51
2709	YJR048W	73
2710	YJR049C	41
2711	YJR050W	65
2712	YJR051W	14
2713	YJR052W	58
2714	YJR053W	7
2715	YJR054W	14
2716	YJR055W	19
2717	YJR056C	4
2718	YJR057W	89
2719	YJR058C	83
2720	YJR059W	6
2721	YJR060W	16
2722	YJR061W	1
2723	YJR062C	16
2724	YJR063W	78
2725	YJR064W	97
2726	YJR065C	86
2727	YJR066W	28
2728	YJR067C	12
2729	YJR068W	96
2730	YJR069C	93
2731	YJR070C	93
2732	YJR072C	92
2733	YJR073C	45
2734	YJR074W	50
2735	YJR075W	11
2736	YJR076C	19
2737	YJR077C	18
2738	YJR079W	0
2739	YJR080C	8
2740	YJR082C	7
2741	YJR083C	2
2742	YJR084W	88
2743	YJR086W	11
2744	YJR087W	0
2745	YJR089W	13
2746	YJR090C	18
2747	YJR091C	18
2748	YJR092W	13
2749	YJR093C	49
2750	YJR094C	2
2751	YJR095W	29
2752	YJR097W	42
2753	YJR098C	10
2754	YJR099W	95
2755	YJR100C	62
2756	YJR101W	14
2757	YJR102C	75
2758	YJR103W	25
2759	YJR104C	81
2760	YJR105W	88
2761	YJR106W	23
2762	YJR108W	0
2763	YJR109C	28
2764	YJR110W	89
2765	YJR112W	11
2766	YJR113C	39
2767	YJR115W	1
2768	YJR116W	45
2769	YJR117W	90
2770	YJR119C	40
2771	YJR120W	0
2772	YJR121W	95
2773	YJR122W	61
2774	YJR123W	95
2775	YJR124C	19
2776	YJR125C	68
2777	YJR126C	61
2778	YJR127C	4
2779	YJR130C	20
2780	YJR131W	86
2781	YJR132W	81
2782	YJR133W	16
2783	YJR134C	31
2784	YJR135C	2
2785	YJR135W-A	73
2786	YJR136C	2
2787	YJR138W	65
2788	YJR139C	32
2789	YJR140C	15
2790	YJR141W	22
2791	YJR143C	38
2792	YJR144W	21
2793	YJR146W	0
2794	YJR148W	68
2795	YJR149W	21
2796	YJR152W	33
2797	YJR154W	4
2798	YJR157W	0
2799	YJR158W	0
2800	YJR159W	45
2801	YJR161C	0
2802	YJR162C	0
2803	YKL001C	28
2804	YKL002W	96
2805	YKL003C	27
2806	YKL004W	19
2807	YKL006C-A	16
2808	YKL007W	84
2809	YKL008C	46
2810	YKL009W	95
2811	YKL010C	80
2812	YKL011C	9
2813	YKL012W	81
2814	YKL013C	79
2815	YKL014C	23
2816	YKL015W	6
2817	YKL016C	53
2818	YKL017C	86
2819	YKL018W	84
2820	YKL019W	89
2821	YKL020C	9
2822	YKL021C	77
2823	YKL022C	67
2824	YKL023W	0
2825	YKL024C	95
2826	YKL025C	75
2827	YKL026C	4
2828	YKL028W	84
2829	YKL029C	90
2830	YKL033W	41
2831	YKL034W	24
2832	YKL035W	91
2833	YKL036C	0
2834	YKL038W	5
2835	YKL039W	61
2836	YKL040C	84
2837	YKL042W	2
2838	YKL043W	4
2839	YKL044W	0
2840	YKL045W	88
2841	YKL047W	34
2842	YKL048C	6
2843	YKL049C	14
2844	YKL050C	2
2845	YKL051W	14
2846	YKL052C	9
2847	YKL054C	13
2848	YKL055C	22
2849	YKL056C	90
2850	YKL057C	6
2851	YKL058W	78
2852	YKL059C	46
2853	YKL060C	28
2854	YKL061W	1
2855	YKL062W	27
2856	YKL063C	2
2857	YKL064W	20
2858	YKL065C	6
2859	YKL067W	98
2860	YKL068W	19
2861	YKL069W	23
2862	YKL070W	8
2863	YKL072W	8
2864	YKL073W	22
2865	YKL074C	19
2866	YKL075C	2
2867	YKL076C	0
2868	YKL077W	5
2869	YKL078W	10
2870	YKL079W	7
2871	YKL080W	94
2872	YKL081W	61
2873	YKL082C	57
2874	YKL084W	6
2875	YKL085W	95
2876	YKL086W	48
2877	YKL087C	29
2878	YKL088W	7
2879	YKL089W	23
2880	YKL090W	10
2881	YKL092C	19
2882	YKL093W	0
2883	YKL095W	91
2884	YKL098W	3
2885	YKL099C	91
2886	YKL101W	34
2887	YKL102C	0
2888	YKL103C	12
2889	YKL104C	95
2890	YKL105C	0
2891	YKL106W	4
2892	YKL107W	9
2893	YKL108W	11
2894	YKL109W	1
2895	YKL110C	73
2896	YKL111C	0
2897	YKL112W	1
2898	YKL113C	95
2899	YKL114C	37
2900	YKL116C	12
2901	YKL117W	83
2902	YKL119C	4
2903	YKL120W	72
2904	YKL122C	4
2905	YKL124W	17
2906	YKL125W	77
2907	YKL126W	42
2908	YKL127W	1
2909	YKL129C	7
2910	YKL130C	2
2911	YKL133C	1
2912	YKL134C	88
2913	YKL135C	95
2914	YKL137W	6
2915	YKL138C	16
2916	YKL139W	79
2917	YKL140W	78
2918	YKL141W	39
2919	YKL142W	5
2920	YKL143W	35
2921	YKL144C	90
2922	YKL145W	89
2923	YKL146W	42
2924	YKL147C	0
2925	YKL148C	83
2926	YKL149C	84
2927	YKL150W	30
2928	YKL152C	76
2929	YKL153W	0
2930	YKL154W	72
2931	YKL155C	49
2932	YKL157W	45
2933	YKL159C	2
2934	YKL160W	75
2935	YKL161C	1
2936	YKL163W	0
2937	YKL164C	4
2938	YKL165C	74
2939	YKL166C	16
2940	YKL167C	8
2941	YKL168C	9
2942	YKL170W	29
2943	YKL171W	14
2944	YKL172W	66
2945	YKL173W	13
2946	YKL174C	13
2947	YKL175W	24
2948	YKL176C	4
2949	YKL177W	0
2950	YKL178C	16
2951	YKL179C	46
2952	YKL180W	82
2953	YKL181W	17
2954	YKL182W	20
2955	YKL183W	4
2956	YKL185W	5
2957	YKL186C	5
2958	YKL188C	26
2959	YKL189W	81
2960	YKL190W	91
2961	YKL191W	80
2962	YKL192C	77
2963	YKL193C	94
2964	YKL194C	14
2965	YKL195W	7
2966	YKL196C	95
2967	YKL197C	61
2968	YKL198C	5
2969	YKL201C	4
2970	YKL202W	0
2971	YKL203C	63
2972	YKL204W	2
2973	YKL205W	63
2974	YKL206C	19
2975	YKL208W	1
2976	YKL209C	90
2977	YKL210W	95
2978	YKL211C	24
2979	YKL212W	91
2980	YKL213C	86
2981	YKL214C	2
2982	YKL215C	82
2983	YKL216W	85
2984	YKL217W	26
2985	YKL218C	71
2986	YKL219W	0
2987	YKL220C	14
2988	YKL221W	56
2989	YKL222C	2
2990	YKL224C	0
2991	YKR001C	39
2992	YKR002W	92
2993	YKR005C	0
2994	YKR006C	4
2995	YKR007W	2
2996	YKR008W	5
2997	YKR009C	70
2998	YKR010C	0
2999	YKR011C	2
3000	YKR014C	7
3001	YKR016W	23
3002	YKR017C	91
3003	YKR018C	54
3004	YKR020W	3
3005	YKR021W	6
3006	YKR022C	0
3007	YKR023W	24
3008	YKR024C	79
3009	YKR025W	12
3010	YKR026C	94
3011	YKR027W	1
3012	YKR028W	29
3013	YKR029C	22
3014	YKR030W	78
3015	YKR031C	73
3016	YKR032W	0
3017	YKR034W	8
3018	YKR035C	0
3019	YKR036C	12
3020	YKR037C	3
3021	YKR038C	91
3022	YKR039W	19
3023	YKR040C	0
3024	YKR043C	14
3025	YKR044W	29
3026	YKR046C	2
3027	YKR048C	93
3028	YKR049C	2
3029	YKR050W	6
3030	YKR051W	87
3031	YKR052C	34
3032	YKR053C	30
3033	YKR054C	87
3034	YKR055W	4
3035	YKR058W	41
3036	YKR060W	18
3037	YKR061W	4
3038	YKR062W	67
3039	YKR063C	44
3040	YKR064W	2
3041	YKR065C	21
3042	YKR066C	34
3043	YKR067W	7
3044	YKR068C	94
3045	YKR069W	21
3046	YKR070W	70
3047	YKR071C	33
3048	YKR072C	2
3049	YKR073C	0
3050	YKR074W	35
3051	YKR075C	2
3052	YKR077W	0
3053	YKR078W	0
3054	YKR079C	90
3055	YKR080W	84
3056	YKR081C	92
3057	YKR082W	20
3058	YKR083C	5
3059	YKR084C	17
3060	YKR085C	10
3061	YKR086W	79
3062	YKR087C	56
3063	YKR088C	38
3064	YKR089C	31
3065	YKR090W	33
3066	YKR091W	1
3067	YKR092C	32
3068	YKR093W	83
3069	YKR095W	50
3070	YKR095W-A	14
3071	YKR096W	4
3072	YKR099W	28
3073	YKR100C	4
3074	YKR101W	0
3075	YKR105C	21
3076	YKR106W	1
3077	YLL001W	86
3078	YLL002W	12
3079	YLL003W	5
3080	YLL004W	19
3081	YLL005C	6
3082	YLL006W	19
3083	YLL008W	88
3084	YLL009C	67
3085	YLL010C	48
3086	YLL011W	93
3087	YLL012W	10
3088	YLL013C	62
3089	YLL014W	8
3090	YLL015W	6
3091	YLL018C	97
3092	YLL019C	70
3093	YLL020C	0
3094	YLL021W	17
3095	YLL022C	1
3096	YLL023C	37
3097	YLL024C	10
3098	YLL026W	35
3099	YLL027W	22
3100	YLL028W	25
3101	YLL029W	94
3102	YLL030C	0
3103	YLL031C	79
3104	YLL032C	8
3105	YLL033W	2
3106	YLL034C	81
3107	YLL036C	60
3108	YLL037W	0
3109	YLL038C	9
3110	YLL040C	82
3111	YLL041C	89
3112	YLL042C	2
3113	YLL043W	9
3114	YLL046C	3
3115	YLL047W	0
3116	YLL048C	22
3117	YLL049W	0
3118	YLL050C	91
3119	YLL051C	12
3120	YLL054C	1
3121	YLL056C	18
3122	YLL059C	0
3123	YLL060C	63
3124	YLL061W	6
3125	YLL062C	52
3126	YLL065W	0
3127	YLL067W-A	0
3128	YLR001C	10
3129	YLR002C	86
3130	YLR003C	14
3131	YLR004C	17
3132	YLR005W	94
3133	YLR006C	5
3134	YLR007W	26
3135	YLR008C	21
3136	YLR009W	92
3137	YLR010C	0
3138	YLR011W	16
3139	YLR012C	0
3140	YLR014C	15
3141	YLR015W	21
3142	YLR016C	34
3143	YLR017W	73
3144	YLR018C	2
3145	YLR019W	35
3146	YLR021W	4
3147	YLR024C	30
3148	YLR025W	89
3149	YLR026C	91
3150	YLR027C	95
3151	YLR028C	20
3152	YLR030W	0
3153	YLR031W	0
3154	YLR032W	72
3155	YLR033W	5
3156	YLR034C	38
3157	YLR035C	3
3158	YLR036C	0
3159	YLR037C	0
3160	YLR038C	79
3161	YLR039C	7
3162	YLR040C	2
3163	YLR042C	0
3164	YLR044C	16
3165	YLR045C	35
3166	YLR046C	0
3167	YLR049C	1
3168	YLR050C	31
3169	YLR051C	54
3170	YLR052W	2
3171	YLR053C	0
3172	YLR054C	2
3173	YLR055C	19
3174	YLR056W	59
3175	YLR057W	11
3176	YLR058C	92
3177	YLR059C	79
3178	YLR060W	96
3179	YLR063W	13
3180	YLR064W	5
3181	YLR065C	25
3182	YLR066W	81
3183	YLR067C	10
3184	YLR068W	5
3185	YLR070C	29
3186	YLR071C	13
3187	YLR072W	7
3188	YLR073C	2
3189	YLR074C	73
3190	YLR075W	96
3191	YLR076C	0
3192	YLR077W	17
3193	YLR078C	22
3194	YLR079W	2
3195	YLR080W	15
3196	YLR081W	2
3197	YLR082C	0
3198	YLR083C	88
3199	YLR085C	43
3200	YLR086W	89
3201	YLR087C	19
3202	YLR088W	76
3203	YLR090W	4
3204	YLR092W	58
3205	YLR093C	12
3206	YLR094C	3
3207	YLR095C	4
3208	YLR096W	35
3209	YLR097C	58
3210	YLR098C	9
3211	YLR099C	53
3212	YLR100W	44
3213	YLR102C	1
3214	YLR103C	84
3215	YLR104W	12
3216	YLR105C	47
3217	YLR106C	71
3218	YLR108C	4
3219	YLR109W	68
3220	YLR110C	3
3221	YLR112W	0
3222	YLR113W	71
3223	YLR114C	68
3224	YLR115W	61
3225	YLR116W	88
3226	YLR117C	92
3227	YLR118C	90
3228	YLR119W	4
3229	YLR120C	9
3230	YLR121C	9
3231	YLR123C	0
3232	YLR124W	0
3233	YLR125W	0
3234	YLR126C	28
3235	YLR127C	78
3236	YLR128W	79
3237	YLR129W	93
3238	YLR130C	53
3239	YLR131C	27
3240	YLR132C	5
3241	YLR133W	74
3242	YLR134W	8
3243	YLR135W	4
3244	YLR136C	16
3245	YLR137W	13
3246	YLR138W	19
3247	YLR140W	0
3248	YLR141W	3
3249	YLR142W	46
3250	YLR143W	54
3251	YLR144C	12
3252	YLR145W	8
3253	YLR146C	7
3254	YLR147C	87
3255	YLR148W	89
3256	YLR149C	16
3257	YLR150W	15
3258	YLR151C	43
3259	YLR152C	10
3260	YLR153C	85
3261	YLR154C	0
3262	YLR158C	15
3263	YLR163C	95
3264	YLR164W	43
3265	YLR166C	79
3266	YLR167W	86
3267	YLR168C	78
3268	YLR170C	91
3269	YLR171W	0
3270	YLR172C	96
3271	YLR173W	4
3272	YLR174W	36
3273	YLR175W	93
3274	YLR176C	37
3275	YLR177W	10
3276	YLR178C	52
3277	YLR180W	71
3278	YLR181C	37
3279	YLR182W	13
3280	YLR183C	8
3281	YLR185W	87
3282	YLR186W	90
3283	YLR187W	13
3284	YLR189C	15
3285	YLR190W	1
3286	YLR191W	67
3287	YLR192C	11
3288	YLR193C	57
3289	YLR194C	2
3290	YLR196W	90
3291	YLR197W	89
3292	YLR198C	0
3293	YLR199C	2
3294	YLR200W	87
3295	YLR201C	56
3296	YLR202C	0
3297	YLR203C	20
3298	YLR204W	0
3299	YLR205C	36
3300	YLR206W	62
3301	YLR207W	75
3302	YLR208W	89
3303	YLR209C	68
3304	YLR210W	37
3305	YLR211C	2
3306	YLR212C	93
3307	YLR213C	7
3308	YLR214W	18
3309	YLR215C	67
3310	YLR216C	82
3311	YLR217W	0
3312	YLR218C	3
3313	YLR219W	2
3314	YLR220W	35
3315	YLR221C	7
3316	YLR222C	90
3317	YLR223C	3
3318	YLR224W	2
3319	YLR225C	0
3320	YLR226W	2
3321	YLR227C	2
3322	YLR228C	5
3323	YLR229C	88
3324	YLR231C	55
3325	YLR233C	0
3326	YLR234W	97
3327	YLR237W	3
3328	YLR238W	12
3329	YLR239C	70
3330	YLR240W	92
3331	YLR241W	60
3332	YLR242C	36
3333	YLR243W	94
3334	YLR245C	73
3335	YLR246W	75
3336	YLR247C	31
3337	YLR248W	17
3338	YLR249W	12
3339	YLR250W	14
3340	YLR251W	82
3341	YLR252W	0
3342	YLR253W	88
3343	YLR254C	0
3344	YLR255C	0
3345	YLR256W-A	0
3346	YLR257W	2
3347	YLR258W	2
3348	YLR259C	98
3349	YLR261C	0
3350	YLR262C	92
3351	YLR263W	2
3352	YLR264W	82
3353	YLR265C	1
3354	YLR266C	2
3355	YLR267W	1
3356	YLR268W	94
3357	YLR269C	0
3358	YLR270W	34
3359	YLR271W	60
3360	YLR273C	1
3361	YLR274W	94
3362	YLR275W	91
3363	YLR276C	93
3364	YLR277C	97
3365	YLR278C	6
3366	YLR281C	59
3367	YLR283W	10
3368	YLR284C	69
3369	YLR285W	57
3370	YLR287C	7
3371	YLR288C	4
3372	YLR289W	91
3373	YLR290C	23
3374	YLR291C	87
3375	YLR292C	9
3376	YLR293C	71
3377	YLR294C	0
3378	YLR295C	12
3379	YLR297W	0
3380	YLR298C	18
3381	YLR299W	82
3382	YLR300W	19
3383	YLR301W	2
3384	YLR303W	21
3385	YLR304C	91
3386	YLR305C	68
3387	YLR306W	75
3388	YLR308W	15
3389	YLR309C	19
3390	YLR310C	36
3391	YLR311C	0
3392	YLR312C	0
3393	YLR312W-A	8
3394	YLR313C	3
3395	YLR314C	73
3396	YLR315W	1
3397	YLR316C	67
3398	YLR317W	0
3399	YLR318W	38
3400	YLR319C	17
3401	YLR320W	2
3402	YLR321C	23
3403	YLR322W	0
3404	YLR323C	76
3405	YLR324W	13
3406	YLR325C	86
3407	YLR326W	13
3408	YLR327C	5
3409	YLR328W	32
3410	YLR329W	2
3411	YLR330W	20
3412	YLR331C	0
3413	YLR332W	2
3414	YLR333C	27
3415	YLR334C	0
3416	YLR335W	36
3417	YLR336C	72
3418	YLR337C	29
3419	YLR338W	0
3420	YLR339C	0
3421	YLR340W	95
3422	YLR342W	11
3423	YLR343W	3
3424	YLR344W	78
3425	YLR345W	16
3426	YLR346C	0
3427	YLR347C	93
3428	YLR348C	86
3429	YLR349W	0
3430	YLR350W	12
3431	YLR351C	83
3432	YLR352W	7
3433	YLR353W	2
3434	YLR354C	85
3435	YLR355C	30
3436	YLR356W	5
3437	YLR357W	24
3438	YLR358C	0
3439	YLR359W	89
3440	YLR361C	28
3441	YLR362W	29
3442	YLR363C	3
3443	YLR363W-A	5
3444	YLR365W	0
3445	YLR366W	0
3446	YLR368W	2
3447	YLR369W	2
3448	YLR370C	83
3449	YLR371W	39
3450	YLR372W	58
3451	YLR373C	0
3452	YLR374C	0
3453	YLR376C	2
3454	YLR377C	86
3455	YLR378C	95
3456	YLR379W	0
3457	YLR381W	4
3458	YLR383W	86
3459	YLR384C	79
3460	YLR385C	2
3461	YLR386W	84
3462	YLR387C	13
3463	YLR388W	77
3464	YLR389C	91
3465	YLR390W	1
3466	YLR390W-A	5
3467	YLR392C	4
3468	YLR393W	22
3469	YLR394W	5
3470	YLR395C	5
3471	YLR396C	86
3472	YLR397C	42
3473	YLR398C	82
3474	YLR399C	64
3475	YLR401C	81
3476	YLR403W	21
3477	YLR406C	89
3478	YLR409C	93
3479	YLR410W	85
3480	YLR410W-B	3
3481	YLR411W	13
3482	YLR412W	22
3483	YLR413W	1
3484	YLR415C	0
3485	YLR416C	0
3486	YLR417W	39
3487	YLR418C	63
3488	YLR420W	35
3489	YLR421C	8
3490	YLR422W	39
3491	YLR423C	9
3492	YLR424W	53
3493	YLR425W	5
3494	YLR426W	13
3495	YLR427W	82
3496	YLR428C	0
3497	YLR429W	87
3498	YLR430W	26
3499	YLR432W	38
3500	YLR433C	43
3501	YLR434C	0
3502	YLR435W	58
3503	YLR436C	4
3504	YLR437C	3
3505	YLR438C-A	84
3506	YLR438W	86
3507	YLR439W	8
3508	YLR440C	6
3509	YLR441C	45
3510	YLR442C	9
3511	YLR443W	4
3512	YLR446W	2
3513	YLR447C	96
3514	YLR448W	82
3515	YLR449W	17
3516	YLR450W	27
3517	YLR451W	13
3518	YLR452C	19
3519	YLR453C	0
3520	YLR454W	28
3521	YLR455W	9
3522	YLR456W	4
3523	YLR457C	2
3524	YLR459W	69
3525	YLR460C	2
3526	YLR461W	0
3527	YLR462W	0
3528	YLR465C	0
3529	YLR466W	0
3530	YML001W	94
3531	YML006C	1
3532	YML007W	13
3533	YML008C	40
3534	YML009C	14
3535	YML010W	88
3536	YML011C	3
3537	YML012W	86
3538	YML013W	7
3539	YML014W	64
3540	YML015C	19
3541	YML016C	28
3542	YML018C	62
3543	YML019W	7
3544	YML020W	16
3545	YML021C	79
3546	YML022W	82
3547	YML023C	2
3548	YML025C	37
3549	YML027W	46
3550	YML028W	87
3551	YML029W	2
3552	YML030W	18
3553	YML031W	6
3554	YML032C	29
3555	YML034W	21
3556	YML035C	87
3557	YML036W	58
3558	YML037C	1
3559	YML038C	81
3560	YML041C	8
3561	YML042W	72
3562	YML043C	4
3563	YML046W	19
3564	YML048W	5
3565	YML049C	89
3566	YML051W	12
3567	YML052W	6
3568	YML053C	0
3569	YML054C	86
3570	YML055W	18
3571	YML056C	57
3572	YML057W	48
3573	YML058W	1
3574	YML059C	71
3575	YML060W	72
3576	YML061C	55
3577	YML062C	2
3578	YML064C	30
3579	YML065W	51
3580	YML067C	43
3581	YML068W	60
3582	YML069W	94
3583	YML070W	18
3584	YML071C	13
3585	YML072C	29
3586	YML074C	46
3587	YML075C	44
3588	YML077W	78
3589	YML078W	7
3590	YML079W	13
3591	YML081C-A	15
3592	YML082W	2
3593	YML085C	98
3594	YML088W	6
3595	YML089C	0
3596	YML091C	4
3597	YML092C	92
3598	YML093W	84
3599	YML094C-A	0
3600	YML094W	89
3601	YML095C	34
3602	YML097C	59
3603	YML098W	66
3604	YML099C	10
3605	YML100W	5
3606	YML101C	0
3607	YML102W	89
3608	YML103C	17
3609	YML104C	70
3610	YML105C	15
3611	YML106W	34
3612	YML107C	2
3613	YML108W	2
3614	YML109W	8
3615	YML110C	93
3616	YML111W	0
3617	YML112W	3
3618	YML114C	9
3619	YML115C	7
3620	YML116W	3
3621	YML117W	5
3622	YML119W	2
3623	YML120C	6
3624	YML121W	81
3625	YML123C	67
3626	YML124C	0
3627	YML125C	15
3628	YML126C	86
3629	YML127W	12
3630	YML129C	2
3631	YML130C	86
3632	YML131W	69
3633	YML133C	0
3634	YMR001C	82
3635	YMR002W	69
3636	YMR003W	1
3637	YMR004W	47
3638	YMR005W	10
3639	YMR008C	23
3640	YMR009W	80
3641	YMR010W	54
3642	YMR011W	9
3643	YMR012W	76
3644	YMR013C	43
3645	YMR014W	14
3646	YMR017W	8
3647	YMR018W	6
3648	YMR019W	4
3649	YMR020W	84
3650	YMR021C	8
3651	YMR022W	94
3652	YMR023C	80
3653	YMR024W	48
3654	YMR025W	1
3655	YMR026C	73
3656	YMR028W	81
3657	YMR029C	12
3658	YMR030W	0
3659	YMR031C	6
3660	YMR031W-A	0
3661	YMR032W	23
3662	YMR033W	13
3663	YMR035W	68
3664	YMR036C	41
3665	YMR038C	30
3666	YMR039C	7
3667	YMR041C	53
3668	YMR042W	8
3669	YMR043W	36
3670	YMR044W	6
3671	YMR045C	0
3672	YMR047C	38
3673	YMR048W	31
3674	YMR049C	93
3675	YMR052W	2
3676	YMR053C	9
3677	YMR054W	4
3678	YMR055C	28
3679	YMR056C	0
3680	YMR057C	0
3681	YMR058W	42
3682	YMR059W	8
3683	YMR061W	83
3684	YMR063W	8
3685	YMR064W	2
3686	YMR065W	7
3687	YMR066W	2
3688	YMR067C	33
3689	YMR068W	40
3690	YMR069W	11
3691	YMR071C	15
3692	YMR072W	45
3693	YMR074C	51
3694	YMR075C-A	0
3695	YMR075W	15
3696	YMR076C	77
3697	YMR077C	78
3698	YMR078C	78
3699	YMR079W	76
3700	YMR080C	85
3701	YMR083W	22
3702	YMR086W	3
3703	YMR087W	5
3704	YMR088C	28
3705	YMR089C	76
3706	YMR090W	22
3707	YMR091C	14
3708	YMR092C	85
3709	YMR093W	91
3710	YMR094W	2
3711	YMR095C	28
3712	YMR096W	27
3713	YMR097C	71
3714	YMR100W	16
3715	YMR101C	7
3716	YMR102C	21
3717	YMR103C	0
3718	YMR104C	36
3719	YMR105C	92
3720	YMR106C	28
3721	YMR108W	34
3722	YMR109W	72
3723	YMR110C	86
3724	YMR111C	1
3725	YMR112C	3
3726	YMR114C	60
3727	YMR116C	93
3728	YMR117C	6
3729	YMR118C	35
3730	YMR119W	6
3731	YMR120C	67
3732	YMR123W	18
3733	YMR124W	3
3734	YMR125W	62
3735	YMR127C	25
3736	YMR128W	82
3737	YMR129W	19
3738	YMR131C	96
3739	YMR132C	83
3740	YMR133W	2
3741	YMR134W	2
3742	YMR135C	20
3743	YMR137C	79
3744	YMR138W	7
3745	YMR139W	90
3746	YMR140W	21
3747	YMR141C	0
3748	YMR142C	58
3749	YMR144W	2
3750	YMR145C	41
3751	YMR146C	95
3752	YMR147W	0
3753	YMR149W	12
3754	YMR150C	49
3755	YMR151W	0
3756	YMR152W	55
3757	YMR153W	4
3758	YMR154C	23
3759	YMR155W	27
3760	YMR156C	7
3761	YMR157C	5
3762	YMR158W	18
3763	YMR159C	3
3764	YMR160W	2
3765	YMR162C	14
3766	YMR163C	2
3767	YMR165C	83
3768	YMR167W	89
3769	YMR168C	3
3770	YMR171C	21
3771	YMR172W	4
3772	YMR173W	3
3773	YMR176W	39
3774	YMR177W	12
3775	YMR178W	29
3776	YMR179W	8
3777	YMR180C	3
3778	YMR181C	0
3779	YMR182C	13
3780	YMR183C	70
3781	YMR184W	2
3782	YMR186W	42
3783	YMR187C	2
3784	YMR188C	8
3785	YMR189W	83
3786	YMR190C	47
3787	YMR192W	14
3788	YMR193W	14
3789	YMR195W	0
3790	YMR196W	24
3791	YMR197C	81
3792	YMR198W	2
3793	YMR199W	6
3794	YMR200W	13
3795	YMR201C	57
3796	YMR202W	45
3797	YMR203W	84
3798	YMR204C	2
3799	YMR205C	58
3800	YMR206W	1
3801	YMR207C	2
3802	YMR209C	10
3803	YMR210W	79
3804	YMR211W	42
3805	YMR212C	23
3806	YMR213W	67
3807	YMR214W	16
3808	YMR215W	11
3809	YMR216C	95
3810	YMR218C	41
3811	YMR219W	0
3812	YMR221C	45
3813	YMR222C	13
3814	YMR223W	78
3815	YMR224C	91
3816	YMR225C	12
3817	YMR226C	94
3818	YMR227C	62
3819	YMR228W	14
3820	YMR229C	73
3821	YMR230W	38
3822	YMR231W	82
3823	YMR232W	4
3824	YMR233W	41
3825	YMR234W	50
3826	YMR235C	78
3827	YMR236W	66
3828	YMR237W	10
3829	YMR238W	5
3830	YMR239C	14
3831	YMR240C	62
3832	YMR241W	29
3833	YMR243C	83
3834	YMR244W	8
3835	YMR246W	36
3836	YMR247C	56
3837	YMR250W	30
3838	YMR251W	0
3839	YMR253C	29
3840	YMR255W	1
3841	YMR257C	3
3842	YMR258C	4
3843	YMR260C	95
3844	YMR261C	15
3845	YMR263W	6
3846	YMR264W	5
3847	YMR265C	6
3848	YMR266W	33
3849	YMR267W	5
3850	YMR268C	4
3851	YMR269W	40
3852	YMR270C	3
3853	YMR271C	1
3854	YMR273C	8
3855	YMR274C	57
3856	YMR275C	5
3857	YMR276W	84
3858	YMR277W	80
3859	YMR278W	80
3860	YMR279C	6
3861	YMR280C	9
3862	YMR282C	3
3863	YMR284W	61
3864	YMR285C	37
3865	YMR287C	9
3866	YMR288W	93
3867	YMR289W	13
3868	YMR290C	93
3869	YMR291W	5
3870	YMR292W	83
3871	YMR293C	85
3872	YMR294W	4
3873	YMR295C	10
3874	YMR296C	83
3875	YMR297W	37
3876	YMR298W	2
3877	YMR299C	2
3878	YMR300C	78
3879	YMR302C	21
3880	YMR303C	10
3881	YMR304W	76
3882	YMR305C	10
3883	YMR306W	8
3884	YMR307W	22
3885	YMR308C	92
3886	YMR309C	92
3887	YMR310C	39
3888	YMR311C	11
3889	YMR312W	4
3890	YMR313C	11
3891	YMR314W	95
3892	YMR315W	59
3893	YMR316W	1
3894	YMR317W	0
3895	YMR318C	28
3896	YMR319C	4
3897	YMR322C	0
3898	YMR323W	1
3899	YNL001W	93
3900	YNL002C	4
3901	YNL003C	86
3902	YNL004W	41
3903	YNL005C	11
3904	YNL006W	86
3905	YNL007C	92
3906	YNL008C	6
3907	YNL009W	0
3908	YNL011C	25
3909	YNL012W	18
3910	YNL013C	0
3911	YNL014W	14
3912	YNL015W	7
3913	YNL016W	66
3914	YNL018C	0
3915	YNL019C	0
3916	YNL020C	27
3917	YNL021W	50
